date,region,sales
2019-09-11,west,309136
2019-09-12,north,358801
2019-09-12,south,265225
2019-09-12,east,321489
2019-09-12,west,276676
2019-09-13,north,293764
2019-09-13,south,254016
2019-09-13,east,355216
2019-09-13,west,310249
2019-09-14,north,331776
2019-09-14,south,303601
2019-09-14,east,300304
2019-09-14,west,334084
2019-09-15,north,338724
2019-09-15,south,258064
2019-09-15,east,288369
2019-09-15,west,293764
2019-09-16,north,309136
2019-09-16,south,334084
2019-09-16,east,358801
2019-09-16,west,330625
2019-09-17,north,304704
2019-09-17,south,260100
2019-09-17,east,319225
2019-09-17,west,304704
2019-09-18,north,358801
2019-09-18,south,255025
2019-09-18,east,298116
2019-09-18,west,358801
2019-09-19,north,360000
2019-09-19,south,270400
2019-09-19,east,252004
2019-09-19,west,277729
2019-09-20,north,255025
2019-09-20,south,259081
2019-09-20,east,343396
2019-09-20,west,298116
2019-09-21,north,286225
2019-09-21,south,327184
2019-09-21,east,273529
2019-09-21,west,311364
2019-09-22,north,295936
2019-09-22,south,334084
2019-09-22,east,260100
2019-09-22,west,316969
2019-09-23,north,299209
2019-09-23,south,351649
2019-09-23,east,305809
2019-09-23,west,358801
2019-09-24,north,346921
2019-09-24,south,342225
2019-09-24,east,285156
2019-09-24,west,258064
2019-09-25,north,357604
2019-09-25,south,293764
2019-09-25,east,290521
2019-09-25,west,349281
2019-09-26,north,328329
2019-09-26,south,253009
2019-09-26,east,315844
2019-09-26,west,309136
2019-09-27,north,332929
2019-09-27,south,280900
2019-09-27,east,331776
2019-09-27,west,329476
2019-09-28,north,266256
2019-09-28,south,284089
2019-09-28,east,286225
2019-09-28,west,310249
2019-09-29,north,254016
2019-09-29,south,302500
2019-09-29,east,289444
2019-09-29,west,311364
2019-09-30,north,298116
2019-09-30,south,332929
2019-09-30,east,327184
2019-09-30,west,272484
2019-10-01,north,323761
2019-10-01,south,268324
2019-10-01,east,295936
2019-10-01,west,278784
2019-10-02,north,303601
2019-10-02,south,348100
2019-10-02,east,343396
2019-10-02,west,273529
2019-10-03,north,358801
2019-10-03,south,267289
2019-10-03,east,312481
2019-10-03,west,284089
2019-10-04,north,254016
2019-10-04,south,297025
2019-10-04,east,339889
2019-10-04,west,316969
2019-10-05,north,289444
2019-10-05,south,259081
2019-10-05,east,257049
2019-10-05,west,330625
2019-10-06,north,279841
2019-10-06,south,321489
2019-10-06,east,272484
2019-10-06,west,341056
2019-10-07,north,309136
2019-10-07,south,315844
2019-10-07,east,288369
2019-10-07,west,273529
2019-10-08,north,284089
2019-10-08,south,263169
2019-10-08,east,288369
2019-10-08,west,286225
2019-10-09,north,313600
2019-10-09,south,322624
2019-10-09,east,316969
2019-10-09,west,300304
2019-10-10,north,321489
2019-10-10,south,270400
2019-10-10,east,356409
2019-10-10,west,320356
2019-10-11,north,263169
2019-10-11,south,264196
2019-10-11,east,322624
2019-10-11,west,331776
2019-10-12,north,280900
2019-10-12,south,337561
2019-10-12,east,273529
2019-10-12,west,329476
2019-10-13,north,265225
2019-10-13,south,261121
2019-10-13,east,311364
2019-10-13,west,322624
2019-10-14,north,258064
2019-10-14,south,276676
2019-10-14,east,318096
2019-10-14,west,297025
2019-10-15,north,352836
2019-10-15,south,279841
2019-10-15,east,298116
2019-10-15,west,341056
2019-10-16,north,264196
2019-10-16,south,287296
2019-10-16,east,314721
2019-10-16,west,283024
2019-10-17,north,259081
2019-10-17,south,335241
2019-10-17,east,310249
2019-10-17,west,306916
2019-10-18,north,256036
2019-10-18,south,338724
2019-10-18,east,280900
2019-10-18,west,324900
2019-10-19,north,301401
2019-10-19,south,335241
2019-10-19,east,344569
2019-10-19,west,279841
2019-10-20,north,321489
2019-10-20,south,258064
2019-10-20,east,312481
2019-10-20,west,330625
2019-10-21,north,303601
2019-10-21,south,315844
2019-10-21,east,320356
2019-10-21,west,270400
2019-10-22,north,255025
2019-10-22,south,334084
2019-10-22,east,267289
2019-10-22,west,326041
2019-10-23,north,343396
2019-10-23,south,300304
2019-10-23,east,343396
2019-10-23,west,299209
2019-10-24,north,290521
2019-10-24,south,288369
2019-10-24,east,355216
2019-10-24,west,285156
2019-10-25,north,298116
2019-10-25,south,291600
2019-10-25,east,308025
2019-10-25,west,250000
2019-10-26,north,310249
2019-10-26,south,272484
2019-10-26,east,336400
2019-10-26,west,284089
2019-10-27,north,324900
2019-10-27,south,309136
2019-10-27,east,336400
2019-10-27,west,320356
2019-10-28,north,251001
2019-10-28,south,316969
2019-10-28,east,293764
2019-10-28,west,311364
2019-10-29,north,264196
2019-10-29,south,318096
2019-10-29,east,328329
2019-10-29,west,254016
2019-10-30,north,332929
2019-10-30,south,300304
2019-10-30,east,338724
2019-10-30,west,316969
2019-10-31,north,360000
2019-10-31,south,259081
2019-10-31,east,261121
2019-10-31,west,360000
2019-11-01,north,300304
2019-11-01,south,250000
2019-11-01,east,360000
2019-11-01,west,346921
2019-11-02,north,356409
2019-11-02,south,350464
2019-11-02,east,283024
2019-11-02,west,334084
2019-11-03,north,264196
2019-11-03,south,287296
2019-11-03,east,290521
2019-11-03,west,292681
2019-11-04,north,311364
2019-11-04,south,352836
2019-11-04,east,313600
2019-11-04,west,254016
2019-11-05,north,250000
2019-11-05,south,309136
2019-11-05,east,343396
2019-11-05,west,261121
2019-11-06,north,354025
2019-11-06,south,261121
2019-11-06,east,305809
2019-11-06,west,252004
2019-11-07,north,304704
2019-11-07,south,331776
2019-11-07,east,331776
2019-11-07,west,326041
2019-11-08,north,358801
2019-11-08,south,315844
2019-11-08,east,278784
2019-11-08,west,326041
2019-11-09,north,308025
2019-11-09,south,269361
2019-11-09,east,304704
2019-11-09,west,346921
2019-11-10,north,255025
2019-11-10,south,344569
2019-11-10,east,346921
2019-11-10,west,299209
2019-11-11,north,278784
2019-11-11,south,265225
2019-11-11,east,319225
2019-11-11,west,344569
2019-11-12,north,321489
2019-11-12,south,346921
2019-11-12,east,295936
2019-11-12,west,322624
2019-11-13,north,284089
2019-11-13,south,253009
2019-11-13,east,331776
2019-11-13,west,314721
2019-11-14,north,336400
2019-11-14,south,293764
2019-11-14,east,274576
2019-11-14,west,327184
2019-11-15,north,299209
2019-11-15,south,270400
2019-11-15,east,289444
2019-11-15,west,286225
2019-11-16,north,251001
2019-11-16,south,298116
2019-11-16,east,306916
2019-11-16,west,303601
2019-11-17,north,334084
2019-11-17,south,284089
2019-11-17,east,255025
2019-11-17,west,287296
2019-11-18,north,272484
2019-11-18,south,334084
2019-11-18,east,328329
2019-11-18,west,349281
2019-11-19,north,356409
2019-11-19,south,351649
2019-11-19,east,299209
2019-11-19,west,290521
2019-11-20,north,261121
2019-11-20,south,259081
2019-11-20,east,254016
2019-11-20,west,255025
2019-11-21,north,334084
2019-11-21,south,309136
2019-11-21,east,308025
2019-11-21,west,300304
2019-11-22,north,346921
2019-11-22,south,301401
2019-11-22,east,308025
2019-11-22,west,350464
2019-11-23,north,308025
2019-11-23,south,295936
2019-11-23,east,257049
2019-11-23,west,305809
2019-11-24,north,292681
2019-11-24,south,320356
2019-11-24,east,283024
2019-11-24,west,311364
2019-11-25,north,339889
2019-11-25,south,262144
2019-11-25,east,334084
2019-11-25,west,327184
2019-11-26,north,284089
2019-11-26,south,250000
2019-11-26,east,256036
2019-11-26,west,278784
2019-11-27,north,267289
2019-11-27,south,321489
2019-11-27,east,316969
2019-11-27,west,338724
2019-11-28,north,330625
2019-11-28,south,350464
2019-11-28,east,323761
2019-11-28,west,357604
2019-11-29,north,299209
2019-11-29,south,303601
2019-11-29,east,327184
2019-11-29,west,350464
2019-11-30,north,358801
2019-11-30,south,352836
2019-11-30,east,303601
2019-11-30,west,283024
2019-12-01,north,322624
2019-12-01,south,293764
2019-12-01,east,290521
2019-12-01,west,313600
2019-12-02,north,287296
2019-12-02,south,326041
2019-12-02,east,295936
2019-12-02,west,313600
2019-12-03,north,356409
2019-12-03,south,344569
2019-12-03,east,339889
2019-12-03,west,293764
2019-12-04,north,349281
2019-12-04,south,292681
2019-12-04,east,306916
2019-12-04,west,332929
2019-12-05,north,342225
2019-12-05,south,285156
2019-12-05,east,336400
2019-12-05,west,286225
2019-12-06,north,313600
2019-12-06,south,274576
2019-12-06,east,264196
2019-12-06,west,351649
2019-12-07,north,310249
2019-12-07,south,329476
2019-12-07,east,331776
2019-12-07,west,305809
2019-12-08,north,348100
2019-12-08,south,295936
2019-12-08,east,262144
2019-12-08,west,334084
2019-12-09,north,278784
2019-12-09,south,326041
2019-12-09,east,331776
2019-12-09,west,330625
2019-12-10,north,252004
2019-12-10,south,251001
2019-12-10,east,257049
2019-12-10,west,326041
2019-12-11,north,297025
2019-12-11,south,252004
2019-12-11,east,264196
2019-12-11,west,267289
2019-12-12,north,292681
2019-12-12,south,328329
2019-12-12,east,271441
2019-12-12,west,356409
2019-12-13,north,360000
2019-12-13,south,360000
2019-12-13,east,336400
2019-12-13,west,342225
2019-12-14,north,327184
2019-12-14,south,295936
2019-12-14,east,284089
2019-12-14,west,295936
2019-12-15,north,330625
2019-12-15,south,337561
2019-12-15,east,279841
2019-12-15,west,287296
2019-12-16,north,306916
2019-12-16,south,356409
2019-12-16,east,349281
2019-12-16,west,302500
2019-12-17,north,256036
2019-12-17,south,339889
2019-12-17,east,316969
2019-12-17,west,261121
2019-12-18,north,261121
2019-12-18,south,299209
2019-12-18,east,280900
2019-12-18,west,336400
2019-12-19,north,308025
2019-12-19,south,349281
2019-12-19,east,251001
2019-12-19,west,264196
2019-12-20,north,355216
2019-12-20,south,349281
2019-12-20,east,355216
2019-12-20,west,354025
2019-12-21,north,286225
2019-12-21,south,321489
2019-12-21,east,293764
2019-12-21,west,292681
2019-12-22,north,310249
2019-12-22,south,294849
2019-12-22,east,330625
2019-12-22,west,269361
2019-12-23,north,310249
2019-12-23,south,306916
2019-12-23,east,311364
2019-12-23,west,310249
2019-12-24,north,291600
2019-12-24,south,327184
2019-12-24,east,311364
2019-12-24,west,315844
2019-12-25,north,341056
2019-12-25,south,330625
2019-12-25,east,265225
2019-12-25,west,252004
2019-12-26,north,263169
2019-12-26,south,327184
2019-12-26,east,250000
2019-12-26,west,357604
2019-12-27,north,327184
2019-12-27,south,308025
2019-12-27,east,269361
2019-12-27,west,291600
2019-12-28,north,351649
2019-12-28,south,351649
2019-12-28,east,341056
2019-12-28,west,349281
2019-12-29,north,360000
2019-12-29,south,349281
2019-12-29,east,346921
2019-12-29,west,314721
2019-12-30,north,264196
2019-12-30,south,331776
2019-12-30,east,273529
2019-12-30,west,305809
2019-12-31,north,277729
2019-12-31,south,326041
2019-12-31,east,261121
2019-12-31,west,318096
2020-01-01,north,252004
2020-01-01,south,305809
2020-01-01,east,328329
2020-01-01,west,322624
2020-01-02,north,346921
2020-01-02,south,264196
2020-01-02,east,264196
2020-01-02,west,294849
2020-01-03,north,305809
2020-01-03,south,263169
2020-01-03,east,334084
2020-01-03,west,344569
2020-01-04,north,270400
2020-01-04,south,346921
2020-01-04,east,356409
2020-01-04,west,295936
2020-01-05,north,327184
2020-01-05,south,262144
2020-01-05,east,306916
2020-01-05,west,313600
2020-01-06,north,316969
2020-01-06,south,351649
2020-01-06,east,254016
2020-01-06,west,276676
2020-01-07,north,270400
2020-01-07,south,277729
2020-01-07,east,312481
2020-01-07,west,284089
2020-01-08,north,326041
2020-01-08,south,360000
2020-01-08,east,346921
2020-01-08,west,341056
2020-01-09,north,253009
2020-01-09,south,263169
2020-01-09,east,310249
2020-01-09,west,309136
2020-01-10,north,318096
2020-01-10,south,278784
2020-01-10,east,324900
2020-01-10,west,315844
2020-01-11,north,290521
2020-01-11,south,308025
2020-01-11,east,329476
2020-01-11,west,267289
2020-01-12,north,291600
2020-01-12,south,356409
2020-01-12,east,306916
2020-01-12,west,304704
2020-01-13,north,300304
2020-01-13,south,305809
2020-01-13,east,336400
2020-01-13,west,309136
2020-01-14,north,272484
2020-01-14,south,275625
2020-01-14,east,272484
2020-01-14,west,276676
2020-01-15,north,335241
2020-01-15,south,283024
2020-01-15,east,350464
2020-01-15,west,298116
2020-01-16,north,339889
2020-01-16,south,341056
2020-01-16,east,297025
2020-01-16,west,277729
2020-01-17,north,257049
2020-01-17,south,262144
2020-01-17,east,308025
2020-01-17,west,352836
2020-01-18,north,302500
2020-01-18,south,339889
2020-01-18,east,358801
2020-01-18,west,302500
2020-01-19,north,287296
2020-01-19,south,287296
2020-01-19,east,275625
2020-01-19,west,280900
2020-01-20,north,308025
2020-01-20,south,283024
2020-01-20,east,277729
2020-01-20,west,319225
2020-01-21,north,301401
2020-01-21,south,350464
2020-01-21,east,328329
2020-01-21,west,276676
2020-01-22,north,251001
2020-01-22,south,273529
2020-01-22,east,332929
2020-01-22,west,267289
2020-01-23,north,293764
2020-01-23,south,256036
2020-01-23,east,275625
2020-01-23,west,288369
2020-01-24,north,294849
2020-01-24,south,322624
2020-01-24,east,304704
2020-01-24,west,268324
2020-01-25,north,275625
2020-01-25,south,298116
2020-01-25,east,297025
2020-01-25,west,266256
2020-01-26,north,324900
2020-01-26,south,278784
2020-01-26,east,327184
2020-01-26,west,285156
2020-01-27,north,273529
2020-01-27,south,252004
2020-01-27,east,310249
2020-01-27,west,278784
2020-01-28,north,316969
2020-01-28,south,349281
2020-01-28,east,301401
2020-01-28,west,251001
2020-01-29,north,281961
2020-01-29,south,252004
2020-01-29,east,336400
2020-01-29,west,274576
2020-01-30,north,291600
2020-01-30,south,264196
2020-01-30,east,281961
2020-01-30,west,250000
2020-01-31,north,297025
2020-01-31,south,304704
2020-01-31,east,351649
2020-01-31,west,286225
2020-02-01,north,285156
2020-02-01,south,357604
2020-02-01,east,312481
2020-02-01,west,257049
2020-02-02,north,323761
2020-02-02,south,308025
2020-02-02,east,326041
2020-02-02,west,305809
2020-02-03,north,266256
2020-02-03,south,301401
2020-02-03,east,345744
2020-02-03,west,306916
2020-02-04,north,271441
2020-02-04,south,342225
2020-02-04,east,305809
2020-02-04,west,275625
2020-02-05,north,327184
2020-02-05,south,252004
2020-02-05,east,334084
2020-02-05,west,322624
2020-02-06,north,254016
2020-02-06,south,274576
2020-02-06,east,352836
2020-02-06,west,268324
2020-02-07,north,352836
2020-02-07,south,321489
2020-02-07,east,320356
2020-02-07,west,310249
2020-02-08,north,278784
2020-02-08,south,285156
2020-02-08,east,342225
2020-02-08,west,289444
2020-02-09,north,337561
2020-02-09,south,355216
2020-02-09,east,300304
2020-02-09,west,331776
2020-02-10,north,284089
2020-02-10,south,316969
2020-02-10,east,350464
2020-02-10,west,273529
2020-02-11,north,356409
2020-02-11,south,298116
2020-02-11,east,327184
2020-02-11,west,355216
2020-02-12,north,343396
2020-02-12,south,341056
2020-02-12,east,284089
2020-02-12,west,261121
2020-02-13,north,266256
2020-02-13,south,360000
2020-02-13,east,305809
2020-02-13,west,290521
2020-02-14,north,338724
2020-02-14,south,300304
2020-02-14,east,320356
2020-02-14,west,261121
2020-02-15,north,322624
2020-02-15,south,258064
2020-02-15,east,265225
2020-02-15,west,332929
2020-02-16,north,308025
2020-02-16,south,356409
2020-02-16,east,286225
2020-02-16,west,337561
2020-02-17,north,312481
2020-02-17,south,280900
2020-02-17,east,329476
2020-02-17,west,337561
2020-02-18,north,309136
2020-02-18,south,291600
2020-02-18,east,322624
2020-02-18,west,314721
2020-02-19,north,267289
2020-02-19,south,302500
2020-02-19,east,316969
2020-02-19,west,298116
2020-02-20,north,256036
2020-02-20,south,281961
2020-02-20,east,295936
2020-02-20,west,285156
2020-02-21,north,344569
2020-02-21,south,342225
2020-02-21,east,277729
2020-02-21,west,357604
2020-02-22,north,265225
2020-02-22,south,316969
2020-02-22,east,295936
2020-02-22,west,309136
2020-02-23,north,298116
2020-02-23,south,285156
2020-02-23,east,315844
2020-02-23,west,350464
2020-02-24,north,281961
2020-02-24,south,334084
2020-02-24,east,287296
2020-02-24,west,290521
2020-02-25,north,304704
2020-02-25,south,329476
2020-02-25,east,272484
2020-02-25,west,266256
2020-02-26,north,265225
2020-02-26,south,257049
2020-02-26,east,331776
2020-02-26,west,309136
2020-02-27,north,320356
2020-02-27,south,284089
2020-02-27,east,277729
2020-02-27,west,259081
2020-02-28,north,253009
2020-02-28,south,315844
2020-02-28,east,280900
2020-02-28,west,316969
2020-02-29,north,310249
2020-02-29,south,331776
2020-02-29,east,258064
2020-02-29,west,304704
2020-03-01,north,281961
2020-03-01,south,293764
2020-03-01,east,293764
2020-03-01,west,318096
2020-03-02,north,253009
2020-03-02,south,355216
2020-03-02,east,274576
2020-03-02,west,273529
2020-03-03,north,295936
2020-03-03,south,266256
2020-03-03,east,292681
2020-03-03,west,252004
2020-03-04,north,349281
2020-03-04,south,312481
2020-03-04,east,298116
2020-03-04,west,273529
2020-03-05,north,357604
2020-03-05,south,345744
2020-03-05,east,260100
2020-03-05,west,348100
2020-03-06,north,292681
2020-03-06,south,334084
2020-03-06,east,320356
2020-03-06,west,251001
2020-03-07,north,299209
2020-03-07,south,277729
2020-03-07,east,358801
2020-03-07,west,311364
2020-03-08,north,321489
2020-03-08,south,280900
2020-03-08,east,284089
2020-03-08,west,356409
2020-03-09,north,328329
2020-03-09,south,350464
2020-03-09,east,264196
2020-03-09,west,336400
2020-03-10,north,300304
2020-03-10,south,303601
2020-03-10,east,358801
2020-03-10,west,336400
2020-03-11,north,286225
2020-03-11,south,278784
2020-03-11,east,306916
2020-03-11,west,274576
2020-03-12,north,297025
2020-03-12,south,266256
2020-03-12,east,313600
2020-03-12,west,346921
2020-03-13,north,268324
2020-03-13,south,315844
2020-03-13,east,339889
2020-03-13,west,268324
2020-03-14,north,306916
2020-03-14,south,269361
2020-03-14,east,342225
2020-03-14,west,343396
2020-03-15,north,250000
2020-03-15,south,308025
2020-03-15,east,344569
2020-03-15,west,293764
2020-03-16,north,302500
2020-03-16,south,329476
2020-03-16,east,299209
2020-03-16,west,288369
2020-03-17,north,321489
2020-03-17,south,321489
2020-03-17,east,357604
2020-03-17,west,253009
2020-03-18,north,272484
2020-03-18,south,327184
2020-03-18,east,321489
2020-03-18,west,286225
2020-03-19,north,277729
2020-03-19,south,358801
2020-03-19,east,330625
2020-03-19,west,268324
2020-03-20,north,308025
2020-03-20,south,299209
2020-03-20,east,312481
2020-03-20,west,323761
2020-03-21,north,275625
2020-03-21,south,311364
2020-03-21,east,323761
2020-03-21,west,324900
2020-03-22,north,300304
2020-03-22,south,309136
2020-03-22,east,311364
2020-03-22,west,335241
2020-03-23,north,346921
2020-03-23,south,291600
2020-03-23,east,281961
2020-03-23,west,264196
2020-03-24,north,266256
2020-03-24,south,306916
2020-03-24,east,336400
2020-03-24,west,274576
2020-03-25,north,351649
2020-03-25,south,348100
2020-03-25,east,292681
2020-03-25,west,275625
2020-03-26,north,354025
2020-03-26,south,310249
2020-03-26,east,339889
2020-03-26,west,356409
2020-03-27,north,326041
2020-03-27,south,292681
2020-03-27,east,286225
2020-03-27,west,272484
2020-03-28,north,273529
2020-03-28,south,286225
2020-03-28,east,331776
2020-03-28,west,308025
2020-03-29,north,352836
2020-03-29,south,360000
2020-03-29,east,256036
2020-03-29,west,360000
2020-03-30,north,255025
2020-03-30,south,345744
2020-03-30,east,295936
2020-03-30,west,287296
2020-03-31,north,357604
2020-03-31,south,297025
2020-03-31,east,274576
2020-03-31,west,294849
2020-04-01,north,269361
2020-04-01,south,262144
2020-04-01,east,279841
2020-04-01,west,331776
2020-04-02,north,351649
2020-04-02,south,349281
2020-04-02,east,357604
2020-04-02,west,251001
2020-04-03,north,346921
2020-04-03,south,337561
2020-04-03,east,270400
2020-04-03,west,338724
2020-04-04,north,332929
2020-04-04,south,318096
2020-04-04,east,329476
2020-04-04,west,271441
2020-04-05,north,358801
2020-04-05,south,342225
2020-04-05,east,288369
2020-04-05,west,297025
2020-04-06,north,341056
2020-04-06,south,339889
2020-04-06,east,352836
2020-04-06,west,257049
2020-04-07,north,341056
2020-04-07,south,315844
2020-04-07,east,250000
2020-04-07,west,354025
2020-04-08,north,288369
2020-04-08,south,357604
2020-04-08,east,334084
2020-04-08,west,305809
2020-04-09,north,302500
2020-04-09,south,279841
2020-04-09,east,294849
2020-04-09,west,252004
2020-04-10,north,357604
2020-04-10,south,267289
2020-04-10,east,251001
2020-04-10,west,350464
2020-04-11,north,305809
2020-04-11,south,280900
2020-04-11,east,255025
2020-04-11,west,252004
2020-04-12,north,329476
2020-04-12,south,254016
2020-04-12,east,349281
2020-04-12,west,297025
2020-04-13,north,266256
2020-04-13,south,318096
2020-04-13,east,320356
2020-04-13,west,342225
2020-04-14,north,257049
2020-04-14,south,281961
2020-04-14,east,300304
2020-04-14,west,279841
2020-04-15,north,360000
2020-04-15,south,355216
2020-04-15,east,345744
2020-04-15,west,302500
2020-04-16,north,322624
2020-04-16,south,305809
2020-04-16,east,300304
2020-04-16,west,250000
2020-04-17,north,334084
2020-04-17,south,290521
2020-04-17,east,278784
2020-04-17,west,273529
2020-04-18,north,292681
2020-04-18,south,250000
2020-04-18,east,276676
2020-04-18,west,280900
2020-04-19,north,344569
2020-04-19,south,331776
2020-04-19,east,327184
2020-04-19,west,322624
2020-04-20,north,308025
2020-04-20,south,255025
2020-04-20,east,330625
2020-04-20,west,319225
2020-04-21,north,342225
2020-04-21,south,257049
2020-04-21,east,294849
2020-04-21,west,315844
2020-04-22,north,289444
2020-04-22,south,289444
2020-04-22,east,273529
2020-04-22,west,259081
2020-04-23,north,345744
2020-04-23,south,258064
2020-04-23,east,288369
2020-04-23,west,354025
2020-04-24,north,327184
2020-04-24,south,318096
2020-04-24,east,252004
2020-04-24,west,261121
2020-04-25,north,298116
2020-04-25,south,298116
2020-04-25,east,342225
2020-04-25,west,265225
2020-04-26,north,254016
2020-04-26,south,281961
2020-04-26,east,311364
2020-04-26,west,328329
2020-04-27,north,260100
2020-04-27,south,281961
2020-04-27,east,299209
2020-04-27,west,275625
2020-04-28,north,355216
2020-04-28,south,339889
2020-04-28,east,277729
2020-04-28,west,258064
2020-04-29,north,313600
2020-04-29,south,311364
2020-04-29,east,349281
2020-04-29,west,311364
2020-04-30,north,351649
2020-04-30,south,273529
2020-04-30,east,280900
2020-04-30,west,316969
2020-05-01,north,342225
2020-05-01,south,341056
2020-05-01,east,299209
2020-05-01,west,286225
2020-05-02,north,279841
2020-05-02,south,257049
2020-05-02,east,286225
2020-05-02,west,269361
2020-05-03,north,313600
2020-05-03,south,272484
2020-05-03,east,328329
2020-05-03,west,271441
2020-05-04,north,273529
2020-05-04,south,287296
2020-05-04,east,276676
2020-05-04,west,299209
2020-05-05,north,279841
2020-05-05,south,311364
2020-05-05,east,250000
2020-05-05,west,315844
2020-05-06,north,257049
2020-05-06,south,314721
2020-05-06,east,346921
2020-05-06,west,350464
2020-05-07,north,269361
2020-05-07,south,292681
2020-05-07,east,269361
2020-05-07,west,338724
2020-05-08,north,313600
2020-05-08,south,279841
2020-05-08,east,319225
2020-05-08,west,294849
2020-05-09,north,311364
2020-05-09,south,291600
2020-05-09,east,270400
2020-05-09,west,280900
2020-05-10,north,292681
2020-05-10,south,316969
2020-05-10,east,304704
2020-05-10,west,319225
2020-05-11,north,311364
2020-05-11,south,268324
2020-05-11,east,313600
2020-05-11,west,275625
2020-05-12,north,250000
2020-05-12,south,356409
2020-05-12,east,289444
2020-05-12,west,319225
2020-05-13,north,346921
2020-05-13,south,330625
2020-05-13,east,321489
2020-05-13,west,294849
2020-05-14,north,304704
2020-05-14,south,326041
2020-05-14,east,335241
2020-05-14,west,310249
2020-05-15,north,261121
2020-05-15,south,300304
2020-05-15,east,270400
2020-05-15,west,336400
2020-05-16,north,346921
2020-05-16,south,356409
2020-05-16,east,253009
2020-05-16,west,289444
2020-05-17,north,272484
2020-05-17,south,343396
2020-05-17,east,309136
2020-05-17,west,323761
2020-05-18,north,298116
2020-05-18,south,283024
2020-05-18,east,346921
2020-05-18,west,314721
2020-05-19,north,299209
2020-05-19,south,326041
2020-05-19,east,255025
2020-05-19,west,285156
2020-05-20,north,275625
2020-05-20,south,356409
2020-05-20,east,265225
2020-05-20,west,315844
2020-05-21,north,279841
2020-05-21,south,356409
2020-05-21,east,303601
2020-05-21,west,310249
2020-05-22,north,264196
2020-05-22,south,315844
2020-05-22,east,273529
2020-05-22,west,256036
2020-05-23,north,291600
2020-05-23,south,262144
2020-05-23,east,326041
2020-05-23,west,355216
2020-05-24,north,349281
2020-05-24,south,354025
2020-05-24,east,253009
2020-05-24,west,326041
2020-05-25,north,262144
2020-05-25,south,322624
2020-05-25,east,271441
2020-05-25,west,263169
2020-05-26,north,265225
2020-05-26,south,260100
2020-05-26,east,343396
2020-05-26,west,304704
2020-05-27,north,271441
2020-05-27,south,343396
2020-05-27,east,304704
2020-05-27,west,323761
2020-05-28,north,277729
2020-05-28,south,273529
2020-05-28,east,261121
2020-05-28,west,272484
2020-05-29,north,329476
2020-05-29,south,285156
2020-05-29,east,320356
2020-05-29,west,272484
2020-05-30,north,284089
2020-05-30,south,355216
2020-05-30,east,337561
2020-05-30,west,301401
2020-05-31,north,272484
2020-05-31,south,287296
2020-05-31,east,356409
2020-05-31,west,345744
2020-06-01,north,341056
2020-06-01,south,287296
2020-06-01,east,268324
2020-06-01,west,324900
2020-06-02,north,312481
2020-06-02,south,357604
2020-06-02,east,360000
2020-06-02,west,346921
2020-06-03,north,352836
2020-06-03,south,278784
2020-06-03,east,265225
2020-06-03,west,290521
2020-06-04,north,300304
2020-06-04,south,259081
2020-06-04,east,323761
2020-06-04,west,349281
2020-06-05,north,279841
2020-06-05,south,295936
2020-06-05,east,273529
2020-06-05,west,272484
2020-06-06,north,314721
2020-06-06,south,316969
2020-06-06,east,322624
2020-06-06,west,339889
2020-06-07,north,291600
2020-06-07,south,302500
2020-06-07,east,337561
2020-06-07,west,311364
2020-06-08,north,259081
2020-06-08,south,298116
2020-06-08,east,278784
2020-06-08,west,319225
2020-06-09,north,251001
2020-06-09,south,273529
2020-06-09,east,274576
2020-06-09,west,281961
2020-06-10,north,344569
2020-06-10,south,254016
2020-06-10,east,290521
2020-06-10,west,281961
2020-06-11,north,280900
2020-06-11,south,288369
2020-06-11,east,328329
2020-06-11,west,328329
2020-06-12,north,254016
2020-06-12,south,350464
2020-06-12,east,275625
2020-06-12,west,338724
2020-06-13,north,277729
2020-06-13,south,316969
2020-06-13,east,350464
2020-06-13,west,270400
2020-06-14,north,334084
2020-06-14,south,355216
2020-06-14,east,337561
2020-06-14,west,328329
2020-06-15,north,264196
2020-06-15,south,343396
2020-06-15,east,311364
2020-06-15,west,278784
2020-06-16,north,309136
2020-06-16,south,291600
2020-06-16,east,319225
2020-06-16,west,298116
2020-06-17,north,268324
2020-06-17,south,305809
2020-06-17,east,334084
2020-06-17,west,259081
2020-06-18,north,288369
2020-06-18,south,334084
2020-06-18,east,337561
2020-06-18,west,269361
2020-06-19,north,360000
2020-06-19,south,262144
2020-06-19,east,276676
2020-06-19,west,255025
2020-06-20,north,301401
2020-06-20,south,299209
2020-06-20,east,289444
2020-06-20,west,256036
2020-06-21,north,342225
2020-06-21,south,291600
2020-06-21,east,330625
2020-06-21,west,309136
2020-06-22,north,344569
2020-06-22,south,264196
2020-06-22,east,263169
2020-06-22,west,258064
2020-06-23,north,346921
2020-06-23,south,277729
2020-06-23,east,348100
2020-06-23,west,343396
2020-06-24,north,290521
2020-06-24,south,256036
2020-06-24,east,356409
2020-06-24,west,319225
2020-06-25,north,251001
2020-06-25,south,357604
2020-06-25,east,298116
2020-06-25,west,262144
2020-06-26,north,323761
2020-06-26,south,276676
2020-06-26,east,328329
2020-06-26,west,331776
2020-06-27,north,300304
2020-06-27,south,259081
2020-06-27,east,276676
2020-06-27,west,292681
2020-06-28,north,287296
2020-06-28,south,351649
2020-06-28,east,316969
2020-06-28,west,294849
2020-06-29,north,329476
